THEATER,ECHELON,POSTURE,LIN,DODIC,RATE
S,A,U,BULK,L311,0
S,B,S,BULK,L311,0.05
S,B,U,BULK,L311,0
S,B,P,BULK,L311,0.47
S,B,R,BULK,L311,0.02
S,B,D,BULK,L311,0.47
S,B,A,BULK,L311,0.47
S,B,H,BULK,L311,0.1
S,C,S,BULK,L311,0.04
S,C,U,BULK,L311,0
S,C,P,BULK,L311,0.35
S,C,R,BULK,L311,0.01
S,C,A,BULK,L311,0.35
S,C,H,BULK,L311,0.08
S,C,D,BULK,L311,0.35
S,D,A,BULK,L311,0.26
S,D,D,BULK,L311,0.26
S,D,H,BULK,L311,0.06
S,D,S,BULK,L311,0.03
S,D,U,BULK,L311,0
S,D,P,BULK,L311,0.26
S,D,R,BULK,L311,0.01
S,A,P,BULK,L312,0.63
S,A,R,BULK,L312,0.03
S,A,D,BULK,L312,0.63
S,A,A,BULK,L312,0.63
S,A,H,BULK,L312,0.14
S,A,S,BULK,L312,0.07
S,A,U,BULK,L312,0
S,B,S,BULK,L312,0.05
S,B,U,BULK,L312,0
S,B,P,BULK,L312,0.47
S,B,R,BULK,L312,0.02
S,B,D,BULK,L312,0.47
S,B,A,BULK,L312,0.47
S,B,H,BULK,L312,0.1
S,C,S,BULK,L312,0.04
S,C,U,BULK,L312,0
S,C,P,BULK,L312,0.35
S,C,R,BULK,L312,0.01
S,C,A,BULK,L312,0.35
S,C,H,BULK,L312,0.08
S,C,D,BULK,L312,0.35
S,D,A,BULK,L312,0.26
S,D,H,BULK,L312,0.06
S,D,D,BULK,L312,0.26
S,D,S,BULK,L312,0.03
S,D,U,BULK,L312,0
S,D,P,BULK,L312,0.26
S,D,R,BULK,L312,0.01
S,A,P,BULK,L314,0.63
S,A,R,BULK,L314,0.03
S,A,D,BULK,L314,0.63
S,A,A,BULK,L314,0.63
S,A,H,BULK,L314,0.14
S,A,S,BULK,L314,0.07
S,A,U,BULK,L314,0
S,B,S,BULK,L314,0.05
S,B,U,BULK,L314,0
S,B,P,BULK,L314,0.47
S,B,R,BULK,L314,0.02
S,B,D,BULK,L314,0.47
S,B,A,BULK,L314,0.47
S,B,H,BULK,L314,0.1
S,C,S,BULK,L314,0.04
S,C,U,BULK,L314,0
S,C,P,BULK,L314,0.35
S,C,R,BULK,L314,0.01
S,C,A,BULK,L314,0.35
S,C,H,BULK,L314,0.08
S,C,D,BULK,L314,0.35
S,D,A,BULK,L314,0.26
S,D,H,BULK,L314,0.06
S,D,D,BULK,L314,0.26
S,D,S,BULK,L314,0.03
S,D,U,BULK,L314,0
S,D,P,BULK,L314,0.26
S,D,R,BULK,L314,0.01
S,A,P,BULK,L495,1.04
S,A,R,BULK,L495,0.28
S,A,D,BULK,L495,1.04
S,A,A,BULK,L495,1.04
S,A,H,BULK,L495,0.35
S,A,S,BULK,L495,0.28
S,A,U,BULK,L495,0.28
S,B,S,BULK,L495,0.21
S,B,U,BULK,L495,0.21
S,B,P,BULK,L495,0.77
S,B,R,BULK,L495,0.21
S,B,D,BULK,L495,0.77
S,B,A,BULK,L495,0.77
S,B,H,BULK,L495,0.26
S,C,S,BULK,L495,0.15
S,C,U,BULK,L495,0.15
S,C,P,BULK,L495,0.58
S,C,R,BULK,L495,0.15
S,C,A,BULK,L495,0.58
S,C,H,BULK,L495,0.2
S,C,D,BULK,L495,0.58
S,D,A,BULK,L495,0.43
S,D,H,BULK,L495,0.15
S,D,D,BULK,L495,0.43
S,D,S,BULK,L495,0.11
S,D,U,BULK,L495,0.11
S,D,P,BULK,L495,0.43
S,D,R,BULK,L495,0.11
S,A,P,BULK,L621,0.26
S,A,R,BULK,L621,0.03
S,A,D,BULK,L621,0.26
S,A,A,BULK,L621,0.26
S,A,H,BULK,L621,0.05
S,A,S,BULK,L621,0.03
S,A,U,BULK,L621,0.03
S,B,S,BULK,L621,0.02
S,B,U,BULK,L621,0.02
S,B,P,BULK,L621,0.19
S,B,R,BULK,L621,0.02
S,B,D,BULK,L621,0.19
S,B,A,BULK,L621,0.19
S,B,H,BULK,L621,0.04
S,C,S,BULK,L621,0.01
S,C,U,BULK,L621,0.01
S,C,P,BULK,L621,0.14
S,C,R,BULK,L621,0.01
S,C,A,BULK,L621,0.14
S,C,H,BULK,L621,0.03
S,C,D,BULK,L621,0.14
S,D,A,BULK,L621,0.11
S,D,H,BULK,L621,0.02
S,D,D,BULK,L621,0.11
S,D,S,BULK,L621,0.01
S,D,U,BULK,L621,0.01
S,D,P,BULK,L621,0.11
S,D,R,BULK,L621,0.01
S,A,P,BULK,M023,31.16
S,A,R,BULK,M023,25.67
S,A,D,BULK,M023,31.16
S,A,A,BULK,M023,31.16
S,A,H,BULK,M023,27.61
S,A,S,BULK,M023,26.53
S,A,U,BULK,M023,15.98
S,B,S,BULK,M023,19.91
S,B,U,BULK,M023,11.99
S,B,P,BULK,M023,23.38
S,B,R,BULK,M023,19.26
S,B,D,BULK,M023,23.38
S,B,A,BULK,M023,23.38
S,B,H,BULK,M023,20.72
S,C,S,BULK,M023,14.93
S,C,U,BULK,M023,8.99
S,C,P,BULK,M023,17.54
S,C,R,BULK,M023,14.45
S,C,A,BULK,M023,17.54
S,C,H,BULK,M023,15.54
S,C,D,BULK,M023,17.54
S,D,A,BULK,M023,13.16
S,D,H,BULK,M023,11.66
S,D,D,BULK,M023,13.16
S,D,S,BULK,M023,11.2
S,D,U,BULK,M023,6.75
S,D,P,BULK,M023,13.16
S,D,R,BULK,M023,10.84
S,A,P,BULK,M028,0.87
S,A,R,BULK,M028,0.03
S,A,D,BULK,M028,0.87
S,A,A,BULK,M028,0.87
S,A,H,BULK,M028,0.14
S,A,S,BULK,M028,0.03
S,A,U,BULK,M028,0.03
S,B,S,BULK,M028,0.02
S,B,U,BULK,M028,0.02
S,B,P,BULK,M028,0.65
S,B,R,BULK,M028,0.02
S,B,D,BULK,M028,0.65
S,B,A,BULK,M028,0.65
S,B,H,BULK,M028,0.1
S,C,S,BULK,M028,0.01
S,C,U,BULK,M028,0.01
S,C,P,BULK,M028,0.49
S,C,R,BULK,M028,0.01
S,C,A,BULK,M028,0.49
S,C,H,BULK,M028,0.07
S,C,D,BULK,M028,0.49
S,D,A,BULK,M028,0.36
S,D,H,BULK,M028,0.05
S,D,D,BULK,M028,0.36
S,D,S,BULK,M028,0.01
S,D,U,BULK,M028,0.01
S,D,P,BULK,M028,0.36
S,D,R,BULK,M028,0.01
S,A,P,BULK,M039,2.91
S,A,R,BULK,M039,2.32
S,A,D,BULK,M039,2.91
S,A,A,BULK,M039,2.91
S,A,H,BULK,M039,2.47
S,A,S,BULK,M039,2.37
S,A,U,BULK,M039,1.46
S,B,S,BULK,M039,1.78
S,B,U,BULK,M039,1.1
S,B,P,BULK,M039,2.18
S,B,R,BULK,M039,1.74
S,B,D,BULK,M039,2.18
S,B,A,BULK,M039,2.18
S,B,H,BULK,M039,1.85
S,C,S,BULK,M039,1.33
S,C,U,BULK,M039,0.82
S,C,P,BULK,M039,1.64
S,C,R,BULK,M039,1.31
S,C,A,BULK,M039,1.64
S,C,H,BULK,M039,1.39
S,C,D,BULK,M039,1.64
S,D,A,BULK,M039,1.23
S,D,H,BULK,M039,1.04
S,D,D,BULK,M039,1.23
S,D,S,BULK,M039,1
S,D,U,BULK,M039,0.61
S,D,P,BULK,M039,1.23
S,D,R,BULK,M039,0.97
S,A,P,BULK,M130,3.02
S,A,R,BULK,M130,2.45
S,A,D,BULK,M130,3.02
S,A,A,BULK,M130,3.02
S,A,H,BULK,M130,2.61
S,A,S,BULK,M130,2.5
S,A,U,BULK,M130,1.6
S,B,S,BULK,M130,1.88
S,B,U,BULK,M130,1.2
S,B,P,BULK,M130,2.27
S,B,R,BULK,M130,1.84
S,B,D,BULK,M130,2.27
S,B,A,BULK,M130,2.27
S,B,H,BULK,M130,1.96
S,C,S,BULK,M130,1.41
S,C,U,BULK,M130,0.9
S,C,P,BULK,M130,1.7
S,C,R,BULK,M130,1.38
S,C,A,BULK,M130,1.7
S,C,H,BULK,M130,1.47
S,C,D,BULK,M130,1.7
S,D,A,BULK,M130,1.27
S,D,H,BULK,M130,1.1
S,D,D,BULK,M130,1.27
S,D,S,BULK,M130,1.06
S,D,U,BULK,M130,0.67
S,D,P,BULK,M130,1.27
S,D,R,BULK,M130,1.04
S,A,P,BULK,M131,3.49
S,A,R,BULK,M131,2.83
S,A,D,BULK,M131,3.49
S,A,A,BULK,M131,3.49
S,A,H,BULK,M131,3.02
S,A,S,BULK,M131,2.89
S,A,U,BULK,M131,1.88
S,B,S,BULK,M131,2.17
S,B,U,BULK,M131,1.41
S,B,P,BULK,M131,2.62
S,B,R,BULK,M131,2.13
S,B,D,BULK,M131,2.62
S,B,A,BULK,M131,2.62
S,B,H,BULK,M131,2.26
S,C,S,BULK,M131,1.63
S,C,U,BULK,M131,1.06
S,C,P,BULK,M131,1.97
S,C,R,BULK,M131,1.6
S,C,A,BULK,M131,1.97
S,C,H,BULK,M131,1.7
S,C,D,BULK,M131,1.97
S,D,A,BULK,M131,1.48
S,D,H,BULK,M131,1.27
S,D,D,BULK,M131,1.48
S,D,S,BULK,M131,1.22
S,D,U,BULK,M131,0.79
S,D,P,BULK,M131,1.48
S,D,R,BULK,M131,1.2
S,A,P,BULK,M241,0.13
S,A,R,BULK,M241,0
S,A,D,BULK,M241,0.13
S,A,A,BULK,M241,0.13
S,A,H,BULK,M241,0.03
S,A,S,BULK,M241,0
S,A,U,BULK,M241,0
S,B,S,BULK,M241,0
S,B,U,BULK,M241,0
S,B,P,BULK,M241,0.1
S,B,R,BULK,M241,0
S,B,D,BULK,M241,0.1
S,B,A,BULK,M241,0.1
S,B,H,BULK,M241,0.02
S,C,S,BULK,M241,0
S,C,U,BULK,M241,0
S,C,P,BULK,M241,0.07
S,C,R,BULK,M241,0
S,C,A,BULK,M241,0.07
S,C,H,BULK,M241,0.01
S,C,D,BULK,M241,0.07
S,D,A,BULK,M241,0.05
S,D,H,BULK,M241,0.01
S,D,D,BULK,M241,0.05
S,D,S,BULK,M241,0
S,D,U,BULK,M241,0
S,D,P,BULK,M241,0.05
S,D,R,BULK,M241,0
S,A,P,BULK,M308,7.89
S,A,R,BULK,M308,4.74
S,A,D,BULK,M308,7.89
S,A,A,BULK,M308,7.89
S,A,H,BULK,M308,5.71
S,A,S,BULK,M308,4.74
S,A,U,BULK,M308,4.74
S,B,S,BULK,M308,3.55
S,B,U,BULK,M308,3.55
S,B,P,BULK,M308,5.92
S,B,R,BULK,M308,3.55
S,B,A,BULK,M308,5.92
S,B,D,BULK,M308,5.92
S,B,H,BULK,M308,4.28
S,C,S,BULK,M308,2.67
S,C,U,BULK,M308,2.67
S,C,P,BULK,M308,4.44
S,C,R,BULK,M308,2.67
S,C,A,BULK,M308,4.44
S,C,H,BULK,M308,3.21
S,C,D,BULK,M308,4.44
S,D,A,BULK,M308,3.33
S,D,H,BULK,M308,2.41
S,D,D,BULK,M308,3.33
S,D,S,BULK,M308,2
S,D,U,BULK,M308,2
S,D,P,BULK,M308,3.33
S,D,R,BULK,M308,2
S,A,P,BULK,M420,0.0003761
S,A,R,BULK,M420,0.0002631
S,A,D,BULK,M420,0.0003761
S,A,A,BULK,M420,0.0003761
S,A,H,BULK,M420,0.0002971
S,A,S,BULK,M420,0.0002716
S,A,U,BULK,M420,0.0002105
S,B,S,BULK,M420,0.0002038
S,B,U,BULK,M420,0.0001579
S,B,P,BULK,M420,0.0002822
S,B,R,BULK,M420,0.0001974
S,B,D,BULK,M420,0.0002822
S,B,A,BULK,M420,0.0002822
S,B,H,BULK,M420,0.000223
S,C,S,BULK,M420,0.0001529
S,C,U,BULK,M420,0.0001185
S,C,P,BULK,M420,0.0002117
S,C,R,BULK,M420,0.0001481
S,C,A,BULK,M420,0.0002117
S,C,H,BULK,M420,0.0001673
S,C,D,BULK,M420,0.0002117
S,D,A,BULK,M420,0.0001588
S,D,H,BULK,M420,0.0001255
S,D,D,BULK,M420,0.0001588
S,D,S,BULK,M420,0.0001147
S,D,U,BULK,M420,0.00008887
S,D,P,BULK,M420,0.0001588
S,D,R,BULK,M420,0.0001111
S,A,P,BULK,M421,4.5
S,A,R,BULK,M421,3.64
S,A,D,BULK,M421,4.5
S,A,A,BULK,M421,4.5
S,A,H,BULK,M421,3.93
S,A,S,BULK,M421,3.76
S,A,U,BULK,M421,3.1
S,B,S,BULK,M421,2.82
S,B,U,BULK,M421,2.33
S,B,P,BULK,M421,3.38
S,B,R,BULK,M421,2.73
S,B,A,BULK,M421,3.38
S,B,D,BULK,M421,3.38
S,B,H,BULK,M421,2.95
S,C,S,BULK,M421,2.11
S,C,U,BULK,M421,1.74
S,C,P,BULK,M421,2.53
S,C,R,BULK,M421,2.05
S,C,A,BULK,M421,2.53
S,C,H,BULK,M421,2.21
S,C,D,BULK,M421,2.53
S,D,A,BULK,M421,1.9
S,D,H,BULK,M421,1.66
S,D,D,BULK,M421,1.9
S,D,S,BULK,M421,1.59
S,D,U,BULK,M421,1.31
S,D,P,BULK,M421,1.9
S,D,R,BULK,M421,1.54
S,A,P,BULK,M448,0.01
S,A,R,BULK,M448,0.01
S,A,D,BULK,M448,0.01
S,A,A,BULK,M448,0.01
S,A,H,BULK,M448,0.01
S,A,S,BULK,M448,0.01
S,A,U,BULK,M448,0.01
S,B,S,BULK,M448,0.01
S,B,U,BULK,M448,0.008562
S,B,P,BULK,M448,0.01
S,B,R,BULK,M448,0.009993
S,B,A,BULK,M448,0.01
S,B,H,BULK,M448,0.01
S,B,D,BULK,M448,0.01
S,C,S,BULK,M448,0.007885
S,C,U,BULK,M448,0.006422
S,C,P,BULK,M448,0.01
S,C,R,BULK,M448,0.007496
S,C,A,BULK,M448,0.01
S,C,H,BULK,M448,0.008625
S,C,D,BULK,M448,0.01
S,D,A,BULK,M448,0.007579
S,D,H,BULK,M448,0.00647
S,D,D,BULK,M448,0.007579
S,D,S,BULK,M448,0.005915
S,D,U,BULK,M448,0.004818
S,D,P,BULK,M448,0.007579
S,D,R,BULK,M448,0.005623
S,A,P,BULK,M450,0.01
S,A,R,BULK,M450,0.01
S,A,D,BULK,M450,0.01
S,A,A,BULK,M450,0.01
S,A,H,BULK,M450,0.01
S,A,S,BULK,M450,0.01
S,A,U,BULK,M450,0.01
S,B,S,BULK,M450,0.01
S,B,U,BULK,M450,0.008562
S,B,P,BULK,M450,0.01
S,B,R,BULK,M450,0.009993
S,B,A,BULK,M450,0.01
S,B,H,BULK,M450,0.01
S,B,D,BULK,M450,0.01
S,C,S,BULK,M450,0.007885
S,C,U,BULK,M450,0.006422
S,C,P,BULK,M450,0.01
S,C,R,BULK,M450,0.007496
S,C,A,BULK,M450,0.01
S,C,H,BULK,M450,0.008625
S,C,D,BULK,M450,0.01
S,D,A,BULK,M450,0.007579
S,D,H,BULK,M450,0.00647
S,D,D,BULK,M450,0.007579
S,D,S,BULK,M450,0.005915
S,D,U,BULK,M450,0.004818
S,D,P,BULK,M450,0.007579
S,D,R,BULK,M450,0.005623
S,A,P,BULK,M456,206.42
S,A,R,BULK,M456,169.17
S,A,D,BULK,M456,206.42
S,A,A,BULK,M456,206.42
S,A,H,BULK,M456,179.41
S,A,S,BULK,M456,172.56
S,A,U,BULK,M456,103.04
S,B,S,BULK,M456,129.49
S,B,U,BULK,M456,77.32
S,B,P,BULK,M456,154.9
S,B,R,BULK,M456,126.95
S,B,A,BULK,M456,154.9
S,B,H,BULK,M456,134.63
S,B,D,BULK,M456,154.9
S,C,S,BULK,M456,97.13
S,C,U,BULK,M456,58
S,C,P,BULK,M456,116.19
S,C,R,BULK,M456,95.22
S,C,A,BULK,M456,116.19
S,C,H,BULK,M456,100.98
S,C,D,BULK,M456,116.19
S,D,A,BULK,M456,87.16
S,D,H,BULK,M456,75.75
S,D,D,BULK,M456,87.16
S,D,S,BULK,M456,72.86
S,D,U,BULK,M456,43.51
S,D,P,BULK,M456,87.16
S,D,R,BULK,M456,71.43
S,A,P,BULK,M500,7.89
S,A,R,BULK,M500,4.74
S,A,D,BULK,M500,7.89
S,A,A,BULK,M500,7.89
S,A,H,BULK,M500,5.71
S,A,S,BULK,M500,4.74
S,A,U,BULK,M500,4.74
S,B,S,BULK,M500,3.55
S,B,U,BULK,M500,3.55
S,B,P,BULK,M500,5.92
S,B,R,BULK,M500,3.55
S,B,A,BULK,M500,5.92
S,B,H,BULK,M500,4.28
S,B,D,BULK,M500,5.92
S,C,S,BULK,M500,2.67
S,C,U,BULK,M500,2.67
S,C,P,BULK,M500,4.44
S,C,R,BULK,M500,2.67
S,C,A,BULK,M500,4.44
S,C,H,BULK,M500,3.21
S,C,D,BULK,M500,4.44
S,D,A,BULK,M500,3.33
S,D,H,BULK,M500,2.41
S,D,D,BULK,M500,3.33
S,D,S,BULK,M500,2
S,D,U,BULK,M500,2
S,D,P,BULK,M500,3.33
S,D,R,BULK,M500,2
S,A,P,BULK,M627,8.01
S,A,R,BULK,M627,0.69
S,A,D,BULK,M627,8.01
S,A,A,BULK,M627,8.01
S,A,H,BULK,M627,3.01
S,A,S,BULK,M627,0.69
S,A,U,BULK,M627,0.69
S,B,S,BULK,M627,0.52
S,B,U,BULK,M627,0.52
S,B,P,BULK,M627,6.01
S,B,R,BULK,M627,0.52
S,B,A,BULK,M627,6.01
S,B,H,BULK,M627,2.26
S,B,D,BULK,M627,6.01
S,C,S,BULK,M627,0.39
S,C,U,BULK,M627,0.39
S,C,P,BULK,M627,4.51
S,C,R,BULK,M627,0.39
S,C,A,BULK,M627,4.51
S,C,H,BULK,M627,1.7
S,C,D,BULK,M627,4.51
S,D,A,BULK,M627,3.38
S,D,H,BULK,M627,1.27
S,D,D,BULK,M627,3.38
S,D,S,BULK,M627,0.29
S,D,U,BULK,M627,0.29
S,D,P,BULK,M627,3.38
S,D,R,BULK,M627,0.29
S,A,P,BULK,M670,13.44
S,A,R,BULK,M670,10.86
S,A,D,BULK,M670,13.44
S,A,A,BULK,M670,13.44
S,A,H,BULK,M670,11.57
S,A,S,BULK,M670,11.09
S,A,U,BULK,M670,7.02
S,B,S,BULK,M670,8.32
S,B,U,BULK,M670,5.26
S,B,P,BULK,M670,10.09
S,B,R,BULK,M670,8.15
S,B,A,BULK,M670,10.09
S,B,H,BULK,M670,8.68
S,B,D,BULK,M670,10.09
S,C,S,BULK,M670,6.24
S,C,U,BULK,M670,3.95
S,C,P,BULK,M670,7.57
S,C,R,BULK,M670,6.12
S,C,A,BULK,M670,7.57
S,C,H,BULK,M670,6.51
S,C,D,BULK,M670,7.57
S,D,A,BULK,M670,5.68
S,D,H,BULK,M670,4.88
S,D,D,BULK,M670,5.68
S,D,S,BULK,M670,4.68
S,D,U,BULK,M670,2.96
S,D,P,BULK,M670,5.68
S,D,R,BULK,M670,4.59
S,A,P,BULK,M757,0.23
S,A,R,BULK,M757,0.17
S,A,D,BULK,M757,0.23
S,A,A,BULK,M757,0.23
S,A,H,BULK,M757,0.2
S,A,S,BULK,M757,0.18
S,A,U,BULK,M757,0.15
S,B,S,BULK,M757,0.14
S,B,U,BULK,M757,0.11
S,B,P,BULK,M757,0.17
S,B,R,BULK,M757,0.13
S,B,A,BULK,M757,0.17
S,B,H,BULK,M757,0.15
S,B,D,BULK,M757,0.17
S,C,S,BULK,M757,0.1
S,C,U,BULK,M757,0.08
S,C,P,BULK,M757,0.13
S,C,R,BULK,M757,0.1
S,C,A,BULK,M757,0.13
S,C,H,BULK,M757,0.11
S,C,D,BULK,M757,0.13
S,D,A,BULK,M757,0.1
S,D,H,BULK,M757,0.08
S,D,D,BULK,M757,0.1
S,D,S,BULK,M757,0.07
S,D,U,BULK,M757,0.06
S,D,P,BULK,M757,0.1
S,D,R,BULK,M757,0.07
S,A,P,BULK,M766,1.05
S,A,R,BULK,M766,0.85
S,A,D,BULK,M766,1.05
S,A,A,BULK,M766,1.05
S,A,H,BULK,M766,0.9
S,A,S,BULK,M766,0.86
S,A,U,BULK,M766,0.61
S,B,S,BULK,M766,0.65
S,B,U,BULK,M766,0.45
S,B,P,BULK,M766,0.78
S,B,R,BULK,M766,0.63
S,B,A,BULK,M766,0.78
S,B,H,BULK,M766,0.68
S,B,D,BULK,M766,0.78
S,C,S,BULK,M766,0.48
S,C,U,BULK,M766,0.34
S,C,P,BULK,M766,0.59
S,C,R,BULK,M766,0.47
S,C,A,BULK,M766,0.59
S,C,H,BULK,M766,0.51
S,C,D,BULK,M766,0.59
S,D,A,BULK,M766,0.44
S,D,H,BULK,M766,0.38
S,D,D,BULK,M766,0.44
S,D,S,BULK,M766,0.36
S,D,U,BULK,M766,0.25
S,D,P,BULK,M766,0.44
S,D,R,BULK,M766,0.35
S,A,P,BULK,M965,0.81
S,A,R,BULK,M965,0.64
S,A,D,BULK,M965,0.81
S,A,A,BULK,M965,0.81
S,A,H,BULK,M965,0.68
S,A,S,BULK,M965,0.66
S,A,U,BULK,M965,0.4
S,B,S,BULK,M965,0.49
S,B,U,BULK,M965,0.3
S,B,P,BULK,M965,0.6
S,B,R,BULK,M965,0.48
S,B,A,BULK,M965,0.6
S,B,H,BULK,M965,0.51
S,B,D,BULK,M965,0.6
S,C,S,BULK,M965,0.37
S,C,U,BULK,M965,0.22
S,C,P,BULK,M965,0.45
S,C,R,BULK,M965,0.36
S,C,A,BULK,M965,0.45
S,C,H,BULK,M965,0.38
S,C,D,BULK,M965,0.45
S,D,A,BULK,M965,0.34
S,D,H,BULK,M965,0.29
S,D,D,BULK,M965,0.34
S,D,S,BULK,M965,0.27
S,D,U,BULK,M965,0.17
S,D,P,BULK,M965,0.34
S,D,R,BULK,M965,0.27
S,A,P,BULK,ML03,0.39
S,A,R,BULK,ML03,0.31
S,A,D,BULK,ML03,0.39
S,A,A,BULK,ML03,0.39
S,A,H,BULK,ML03,0.33
S,A,S,BULK,ML03,0.32
S,A,U,BULK,ML03,0.2
S,B,S,BULK,ML03,0.24
S,B,U,BULK,ML03,0.15
S,B,P,BULK,ML03,0.29
S,B,R,BULK,ML03,0.23
S,B,A,BULK,ML03,0.29
S,B,H,BULK,ML03,0.25
S,B,D,BULK,ML03,0.29
S,C,S,BULK,ML03,0.18
S,C,U,BULK,ML03,0.11
S,C,P,BULK,ML03,0.22
S,C,R,BULK,ML03,0.17
S,C,A,BULK,ML03,0.22
S,C,H,BULK,ML03,0.18
S,C,D,BULK,ML03,0.22
S,D,A,BULK,ML03,0.16
S,D,H,BULK,ML03,0.14
S,D,D,BULK,ML03,0.16
S,D,S,BULK,ML03,0.13
S,D,U,BULK,ML03,0.08
S,D,P,BULK,ML03,0.16
S,D,R,BULK,ML03,0.13
S,A,P,BULK,T572,2.6
S,A,R,BULK,T572,2.08
S,A,D,BULK,T572,2.6
S,A,A,BULK,T572,2.6
S,A,H,BULK,T572,2.42
S,A,S,BULK,T572,2.35
S,A,U,BULK,T572,1.17
S,B,S,BULK,T572,1.77
S,B,U,BULK,T572,0.87
S,B,P,BULK,T572,1.95
S,B,R,BULK,T572,1.56
S,B,A,BULK,T572,1.95
S,B,H,BULK,T572,1.82
S,B,D,BULK,T572,1.95
S,C,S,BULK,T572,1.33
S,C,U,BULK,T572,0.65
S,C,P,BULK,T572,1.47
S,C,R,BULK,T572,1.17
S,C,A,BULK,T572,1.47
S,C,H,BULK,T572,1.36
S,C,D,BULK,T572,1.47
S,D,A,BULK,T572,1.1
S,D,H,BULK,T572,1.02
S,D,D,BULK,T572,1.1
S,D,S,BULK,T572,0.99
S,D,U,BULK,T572,0.49
S,D,P,BULK,T572,1.1
S,D,R,BULK,T572,0.88
S,A,P,BULK,T575,0.78
S,A,R,BULK,T575,0.64
S,A,D,BULK,T575,0.78
S,A,A,BULK,T575,0.78
S,A,H,BULK,T575,0.68
S,A,S,BULK,T575,0.66
S,A,U,BULK,T575,0.38
S,B,S,BULK,T575,0.49
S,B,U,BULK,T575,0.28
S,B,P,BULK,T575,0.58
S,B,R,BULK,T575,0.48
S,B,A,BULK,T575,0.58
S,B,H,BULK,T575,0.51
S,B,D,BULK,T575,0.58
S,C,S,BULK,T575,0.37
S,C,U,BULK,T575,0.21
S,C,P,BULK,T575,0.44
S,C,R,BULK,T575,0.36
S,C,A,BULK,T575,0.44
S,C,H,BULK,T575,0.38
S,C,D,BULK,T575,0.44
S,D,A,BULK,T575,0.33
S,D,H,BULK,T575,0.28
S,D,D,BULK,T575,0.33
S,D,S,BULK,T575,0.27
S,D,U,BULK,T575,0.16
S,D,P,BULK,T575,0.33
S,D,R,BULK,T575,0.27
S,A,P,C06935,A059,3.38
S,A,R,C06935,A059,1.29
S,A,D,C06935,A059,3.38
S,A,A,C06935,A059,3.38
S,A,H,C06935,A059,2.28
S,A,S,C06935,A059,1.63
S,A,U,C06935,A059,1.08
S,B,S,C06935,A059,1.23
S,B,U,C06935,A059,0.81
S,B,P,C06935,A059,2.54
S,B,R,C06935,A059,0.96
S,B,A,C06935,A059,2.54
S,B,H,C06935,A059,1.71
S,B,D,C06935,A059,2.54
S,C,S,C06935,A059,0.91
S,C,U,C06935,A059,0.6
S,C,P,C06935,A059,1.9
S,C,R,C06935,A059,0.72
S,C,A,C06935,A059,1.9
S,C,H,C06935,A059,1.28
S,C,D,C06935,A059,1.9
S,D,A,C06935,A059,1.43
S,D,H,C06935,A059,0.96
S,D,D,C06935,A059,1.43
S,D,S,C06935,A059,0.68
S,D,U,C06935,A059,0.45
S,D,P,C06935,A059,1.43
S,D,R,C06935,A059,0.54
S,A,P,C06935,A063,0.94
S,A,R,C06935,A063,0.42
S,A,D,C06935,A063,0.94
S,A,A,C06935,A063,0.94
S,A,H,C06935,A063,0.71
S,A,S,C06935,A063,0.54
S,A,U,C06935,A063,0.35
S,B,S,C06935,A063,0.4
S,B,U,C06935,A063,0.27
S,B,P,C06935,A063,0.7
S,B,R,C06935,A063,0.31
S,B,A,C06935,A063,0.7
S,B,H,C06935,A063,0.53
S,B,D,C06935,A063,0.7
S,C,S,C06935,A063,0.3
S,C,U,C06935,A063,0.2
S,C,P,C06935,A063,0.53
S,C,R,C06935,A063,0.23
S,C,A,C06935,A063,0.53
S,C,H,C06935,A063,0.4
S,C,D,C06935,A063,0.53
S,D,A,C06935,A063,0.39
S,D,H,C06935,A063,0.3
S,D,D,C06935,A063,0.39
S,D,S,C06935,A063,0.22
S,D,U,C06935,A063,0.15
S,D,P,C06935,A063,0.39
S,D,R,C06935,A063,0.17
S,A,P,C10990,C379,22.67
S,A,R,C10990,C379,14.04
S,A,D,C10990,C379,22.67
S,A,A,C10990,C379,22.67
S,A,H,C10990,C379,17.81
S,A,S,C10990,C379,16.11
S,A,U,C10990,C379,9.33
S,B,S,C10990,C379,12.09
S,B,U,C10990,C379,7
S,B,P,C10990,C379,17.01
S,B,R,C10990,C379,10.53
S,B,A,C10990,C379,17.01
S,B,H,C10990,C379,13.37
S,B,D,C10990,C379,17.01
S,C,S,C10990,C379,9.07
S,C,U,C10990,C379,5.25
S,C,P,C10990,C379,12.76
S,C,R,C10990,C379,7.9
S,C,A,C10990,C379,12.76
S,C,H,C10990,C379,10.03
S,C,D,C10990,C379,12.76
S,D,A,C10990,C379,9.57
S,D,H,C10990,C379,7.52
S,D,D,C10990,C379,9.57
S,D,S,C10990,C379,6.8
S,D,U,C10990,C379,3.94
S,D,P,C10990,C379,9.57
S,D,R,C10990,C379,5.93
S,A,P,C10990,C624,0.81
S,A,R,C10990,C624,0.48
S,A,D,C10990,C624,0.81
S,A,A,C10990,C624,0.81
S,A,H,C10990,C624,0.61
S,A,S,C10990,C624,0.57
S,A,U,C10990,C624,0.18
S,B,S,C10990,C624,0.43
S,B,U,C10990,C624,0.13
S,B,P,C10990,C624,0.61
S,B,R,C10990,C624,0.36
S,B,A,C10990,C624,0.61
S,B,H,C10990,C624,0.46
